,state,action,reward,next_state,done
51,"[470.61300659 467.55142212 463.35299683 466.49432373 464.49984741
 476.90563965]",2,0.0,"[467.55142212 463.35299683 466.49432373 464.49984741 476.90563965
 478.60098267]",False
52,"[467.55142212 463.35299683 466.49432373 464.49984741 476.90563965
 478.60098267]",2,0.0,"[463.35299683 466.49432373 464.49984741 476.90563965 478.60098267
 473.0562439 ]",False
53,"[463.35299683 466.49432373 464.49984741 476.90563965 478.60098267
 473.0562439 ]",1,-0.01,"[466.49432373 464.49984741 476.90563965 478.60098267 473.0562439
 465.7663269 ]",False
54,"[466.49432373 464.49984741 476.90563965 478.60098267 473.0562439
 465.7663269 ]",2,-0.01,"[464.49984741 476.90563965 478.60098267 473.0562439  465.7663269
 465.54693604]",False
55,"[464.49984741 476.90563965 478.60098267 473.0562439  465.7663269
 465.54693604]",0,-0.02,"[476.90563965 478.60098267 473.0562439  465.7663269  465.54693604
 476.17764282]",False
56,"[476.90563965 478.60098267 473.0562439  465.7663269  465.54693604
 476.17764282]",0,10.630706787109375,"[478.60098267 473.0562439  465.7663269  465.54693604 476.17764282
 475.67901611]",False
57,"[478.60098267 473.0562439  465.7663269  465.54693604 476.17764282
 475.67901611]",2,-1.01725341796875,"[473.0562439  465.7663269  465.54693604 476.17764282 475.67901611
 493.69937134]",False
58,"[473.0562439  465.7663269  465.54693604 476.17764282 475.67901611
 493.69937134]",2,18.020355224609375,"[465.7663269  465.54693604 476.17764282 475.67901611 493.69937134
 492.4029541 ]",False
59,"[465.7663269  465.54693604 476.17764282 475.67901611 493.69937134
 492.4029541 ]",2,0.0,"[465.54693604 476.17764282 475.67901611 493.69937134 492.4029541
 491.60513306]",False
60,"[465.54693604 476.17764282 475.67901611 493.69937134 492.4029541
 491.60513306]",2,0.0,"[476.17764282 475.67901611 493.69937134 492.4029541  491.60513306
 501.21865845]",False
61,"[476.17764282 475.67901611 493.69937134 492.4029541  491.60513306
 501.21865845]",2,0.0,"[475.67901611 493.69937134 492.4029541  491.60513306 501.21865845
 506.07528687]",False
