,state,action,reward,next_state,done
114,"[405.44213867 411.32907104 413.1786499  412.60189819 400.40045166
 399.84356689]",0,-3.35130859375,"[411.32907104 413.1786499  412.60189819 400.40045166 399.84356689
 406.85418701]",False
115,"[411.32907104 413.1786499  412.60189819 400.40045166 399.84356689
 406.85418701]",0,49.0743408203125,"[413.1786499  412.60189819 400.40045166 399.84356689 406.85418701
 403.95050049]",False
116,"[413.1786499  412.60189819 400.40045166 399.84356689 406.85418701
 403.95050049]",0,-23.2294921875,"[412.60189819 400.40045166 399.84356689 406.85418701 403.95050049
 402.25997925]",False
117,"[412.60189819 400.40045166 399.84356689 406.85418701 403.95050049
 402.25997925]",2,-15.234691162109375,"[400.40045166 399.84356689 406.85418701 403.95050049 402.25997925
 412.95986938]",False
118,"[400.40045166 399.84356689 406.85418701 403.95050049 402.25997925
 412.95986938]",0,85.57912109375,"[399.84356689 406.85418701 403.95050049 402.25997925 412.95986938
 412.78091431]",False
119,"[399.84356689 406.85418701 403.95050049 402.25997925 412.95986938
 412.78091431]",1,-1.620595703125,"[406.85418701 403.95050049 402.25997925 412.95986938 412.78091431
 422.84436035]",False
120,"[406.85418701 403.95050049 402.25997925 412.95986938 412.78091431
 422.84436035]",0,90.56101440429687,"[403.95050049 402.25997925 412.95986938 412.78091431 422.84436035
 414.09353638]",False
121,"[403.95050049 402.25997925 412.95986938 412.78091431 422.84436035
 414.09353638]",0,-87.50823974609375,"[402.25997925 412.95986938 412.78091431 422.84436035 414.09353638
 414.98849487]",False
122,"[402.25997925 412.95986938 412.78091431 422.84436035 414.09353638
 414.98849487]",0,9.84454345703125,"[412.95986938 412.78091431 422.84436035 414.09353638 414.98849487
 419.05566406]",False
123,"[412.95986938 412.78091431 422.84436035 414.09353638 414.98849487
 419.05566406]",0,48.8060302734375,"[412.78091431 422.84436035 414.09353638 414.98849487 419.05566406
 422.85430908]",False
124,"[412.78091431 422.84436035 414.09353638 414.98849487 419.05566406
 422.85430908]",0,49.38238525390625,"[422.84436035 414.09353638 414.98849487 419.05566406 422.85430908
 426.97113037]",False
